지역합,POS코드,판매점명,주소,총실적,거래점1,실적1,거래점2,실적2,위도,경도
부산 연제구,P081521,(CVC)온라인_주식회사 유모스트,부산 연제구 거제제2동,585,유모스트,585,,0,35.189313,129.071699
대구 북구,P832270,대구휴대폰성지 방방통신 침산점,대구 북구 침산로 93,452,수인,449,태성,1,35.88522557,128.5897899
부산 연제구,P787146,(CVC)온라인_(주)빅뱅,부산 연제구 거제제1동,350,빅뱅,350,,0,35.19478978,129.0807728
부산 부산진구,P286308,(CVC)온라인_에스엠네트웍스,부산 부산진구 양정제2동,317,에스엠,317,,0,35.17288466,129.0757233
경북 영주시,P325911,휴대폰아울렛_영주,경북 영주시 대학로 57,278,수인,273,뉴에이스,5,36.80836386,128.6185368
대구 북구,P427986,주식회사 퍼스트모바일 서변지점,대구 북구 호국로 211,258,에스엠,231,수인,27,35.92062306,128.5989808
부산 중구,P454508,(셀)휴대폰성지_중앙점,부산 중구 중앙대로 58,224,유모스트,2,수석_경상,222,35.10267572,129.0367322
경북 구미시,P809141,벤츠황상,경북 구미시 검성로 104,206,태성,106,뉴에이스,100,36.11808341,128.4282687
부산 부산진구,P190992,서면휴대폰성지 폰마트,부산 부산진구 전포대로200번길 8,197,에스엠,197,,0,35.15438788,129.0659502
경북 구미시,P908994,휴대폰성지 올영폰 구미진평점,경북 구미시 인동15길 5,185,유모스트,125,수인,60,36.09988894,128.4258021
대구 동구,P890810,깜짝폰,대구 동구 화랑로 51,173,에스엠,75,태성,98,35.87197769,128.6301116
부산 금정구,P371511,휴대폰성지 따르릉통신 부산대점,부산 금정구 금정로60번길 27-8,172,빅뱅,95,에스엠,77,35.22989815,129.0880293
부산 북구,P948959,(셀)휴대폰성지_덕천점,부산 북구 금곡대로8번길 33,156,수석_경상,156,,0,35.21150617,129.0072234
부산 부산진구,P564237,주식회사 에이유커뮤니케이션,부산 부산진구 중앙대로692번길 26,148,빅뱅,148,,0,35.15434034,129.0606477
대구 동구,P946574,헬리오스컴퍼니,대구 동구 반야월북로 222,141,에스엠,137,공감,4,35.87268507,128.7219144
부산 부산진구,P697895,유블리,부산 부산진구 엄광로 176-5,136,에스엠,88,뉴에이스,48,35.14721471,129.0339288
경북 구미시,P269049,구미모바일,경북 구미시 임은길 19,135,유모스트,135,,0,36.08772068,128.3649026
경남 창원시,P443789,(셀)휴대폰성지_성원점,경남 창원시 성산구 동산로 124,131,유모스트,4,수석_충청,127,35.21934207,128.6916137
경남 창원시,P507086,주식회사 코지,경남 창원시 성산구 용지로153번길 12,126,에스엠,92,에이스,34,35.2294075,128.6802081
부산 동래구,P847302,(셀)휴대폰성지_온천점,부산 동래구 중앙대로 1523,120,수석_경상,120,,0,35.22117195,129.0855226
대구 남구,P126305,소리샘,대구 남구 성당로 284,119,유안,67,가본,52,35.85809151,128.5745737
경남 김해시,P379665,(셀)휴대폰성지_율하점,경남 김해시 율하1로 106,112,유모스트,7,수석_경상,105,35.17312974,128.815046
경남 양산시,P787569,양산휴대폰성지,경남 양산시 물금읍 서들로 148,111,에스엠,48,수인,63,35.3118187,129.0066871
경남 김해시,P385334,하니모바일 500,경남 김해시 장유로 228,105,유모스트,52,빅뱅,53,35.2038337,128.8090142
부산 남구,P973987,(셀)휴대폰성지_남구점,부산 남구 분포로 113,105,수석_경상,105,,0,35.12726691,129.1090406
경북 경산시,P988144,레드베스트,경북 경산시 대학로 42,105,수인,60,마라톤,45,35.83388632,128.7272141
경북 안동시,P364255,원텔레콤2호점,경북 안동시 안기천로 45,102,공감,102,,0,36.56153634,128.7162615
부산 동래구,P642945,YES 정보통신,부산 동래구 명륜로 115,101,강산,23,공감,78,35.20400064,129.0825908
부산 강서구,P898504,(셀)휴대폰성지_국제1호점,부산 강서구 명지국제8로 245,101,유모스트,3,수석_경상,98,35.09841606,128.9198342
대구 북구,P387322,휴대폰파는총각 칠곡3지구점,대구 북구 학정로 421,93,수인,7,마라톤,86,35.94237567,128.5630877
부산 중구,P657817,아크로부산남포,부산 중구 구덕로 61,92,에스엠,39,수인,53,35.09771335,129.0290631
부산 연제구,P547543,연산동휴대폰성지 휴대폰할인매장,부산 연제구 중앙대로 1036,91,에스엠,91,,0,35.18083692,129.0778301
경남 양산시,P673521,(셀)휴대폰성지_물금점,경남 양산시 물금읍 새실로 38,91,수석_경상,91,,0,35.31329495,128.9943988
경남 양산시,P103229,(셀)휴대폰성지_석산점,경남 양산시 동면 금오13길 54,89,유모스트,3,수석_경상,86,35.3204451,129.0247275
부산 해운대구,P481689,챔피언텔레콤,부산 해운대구 재반로270번길 33,87,메타,81,강산,6,35.20125134,129.1335539
경남 창원시,P686282,(셀)휴대폰성지_상남점,경남 창원시 성산구 상남로 107,87,수석_충청,87,,0,35.22311174,128.6817807
대구 중구,P546427,휴대폰 파는 총각 달성공원역점,대구 중구 태평로 50,84,유안,2,가본,82,35.87702645,128.5825636
부산 강서구,P758240,(셀)휴대폰성지_국제2호점,부산 강서구 명지국제11로 56,84,유모스트,5,수석_경상,79,35.10398712,128.9245017
부산 수영구,P837441,(셀)휴대폰성지_남천점,부산 수영구 수영로 389,81,유모스트,7,수석_경상,74,35.14231377,129.1056694
부산 남구,P344831,하랑용호기지국,부산 남구 용호로110번길 42,80,공감,80,,0,35.12259341,129.1099318
부산 동래구,P104640,대산,부산 동래구 반송로 339,77,에스엠,21,수인,56,35.2098684,129.1037087
경남 양산시,P119950,휴대폰성지 중부점,경남 양산시 양주5길 10-13,75,에스엠,74,태성,1,35.33994884,129.030299
경북 구미시,P356884,참통신2호점,경북 구미시 옥계북로 27,75,유모스트,70,수인,5,36.13856612,128.4207713
부산 부산진구,P458348,부산폰성지,부산 부산진구 동천로 4,72,에스엠,72,,0,35.14943623,129.0639756
부산 북구,P984687,에스피엘덕천,부산 북구 덕천1길 10,71,수인,31,태성,40,35.20956772,129.0061875
대구 달서구,P163278,부림진천,대구 달서구 월배로 80,70,태성,48,뉴에이스,22,35.81365256,128.5239231
대구 달성군,P385426,엠케이컴퍼니,대구 달성군 다사읍 다사역로 39,69,유모스트,69,,0,35.86558537,128.4574433
경북 구미시,P697740,벤츠비산,경북 구미시 신비로 100,69,태성,33,뉴에이스,36,36.12024013,128.3721318
부산 기장군,P977416,(셀)휴대폰성지_정관2호,부산 기장군 정관읍 정관로 393,69,유모스트,1,수석_경상,68,35.33431256,129.1659003
부산 해운대구,P461708,(셀)휴대폰성지_장산점,부산 해운대구 해운대로 802,68,유모스트,1,수석_경상,67,35.16914006,129.1766401
경남 창원시,P591886,폰CEO통신장천,경남 창원시 진해구 충장로 667,68,에스엠,44,도매직영,24,35.13000676,128.704277
경북 구미시,P354457,폰팔이 김봉준,경북 구미시 구미중앙로17길 16,67,수인,14,뉴에이스,53,36.12897636,128.3348793
대구 수성구,P368357,센터황금,대구시 수성구 들안로28길 27,67,NS컴퍼니,67,,0,35.8472129,128.6237258
대구 북구,P698124,휴대폰싹쓸이,대구 북구 동천로24길 3,67,태성,67,,0,35.94209484,128.5609232
경북 김천시,P972406,후니워니 덕곡,경북 김천시 영남대로 2030,67,수인,67,,0,36.11759726,128.1504544
경북 구미시,P240741,알뜰한 폰박사,경북 구미시 형곡중앙로 65,65,수인,44,뉴에이스,21,36.11229722,128.338653
부산 해운대구,P961708,똘똘텔레콤,부산 해운대구 아랫반송로 52-1,65,유모스트,65,,0,35.22314981,129.1503011
경북 구미시,P602874,쿠팡산동,경북 구미시 산동읍 신당2로 57,64,수인,60,태성,4,36.15583795,128.4286522
부산 금정구,P649337,(셀)휴대폰성지_구서점,부산 금정구 금정로233번길 63,64,유모스트,6,수석_경상,58,35.24742291,129.090227
부산 동래구,P220121,부산-솔컴퍼니(동래점),부산 동래구 명륜로129번길 45,63,수석_경상,63,,0,35.20516448,129.0796874
경남 진주시,P361727,폰앤커피,경남 진주시 진주대로 624,63,유모스트,41,에스엠,22,35.16239972,128.1068073
경북 구미시,P701483,벤츠문성,경북 구미시 고아읍 들성로7길 4,63,태성,28,뉴에이스,35,36.16098497,128.3440007
부산 기장군,P851636,(셀)휴대폰성지_정관점,부산 기장군 정관읍 정관로 578,63,유모스트,1,수석_경상,62,35.32074432,129.1768092
경북 포항시,P376955,하트오천,경북 포항시 남구 오천읍 하원로47번길 15-6,62,유모스트,25,태성,37,35.97454558,129.4025642
대구 달서구,P770795,91통신,대구 달서구 송현동2길 53,62,에스엠,62,,0,35.82901711,128.5472327
울산 중구,P203997,울산휴대폰성지 병영폰통령,울산 중구 구교로 265,61,유모스트,61,,0,35.56795805,129.3429992
경북 경산시,P536338,휴대폰365아울렛 하양점,경북 경산시 하양읍 하양로 103,61,유모스트,17,뉴에이스,44,35.91376095,128.8186291
부산 부산진구,P285137,굿폰,부산 부산진구 중앙번영로 3,60,에스엠,60,,0,35.14504738,129.0597147
경북 칠곡군,P334977,후니워니통신,경북 칠곡군 석적읍 남율로9길 33,59,수인,59,,0,36.06773669,128.4011946
부산 사상구,P385959,영웅텔레콤(괘법동),부산 사상구 사상로 216,59,에스엠,59,,0,35.16437064,128.9838452
대구 달서구,P410600,(셀)휴대폰성지_대구진천점,대구 달서구 진천로 77,59,유모스트,10,수석_충청,49,35.81646348,128.5211196
울산 동구,P131741,통통텔레콤,울산 동구 방어진순환도로 659-1,58,유모스트,58,,0,35.50076643,129.4284358
울산 남구,P730663,(셀)휴대폰성지_신정점,울산 남구 대암로 8,58,수석_경상,58,,0,35.53036729,129.3168412
경북 포항시,P809339,휴대폰성지,경북 포항시 북구 천마로 72,58,유모스트,51,태성,7,36.08198548,129.3858928
부산 강서구,P205862,(셀)휴대폰성지_오션점,부산 강서구 명지오션시티4로 70,57,수석_경상,57,,0,35.08278471,128.9032542
경북 구미시,P306556,도량행복통신,경북 구미시 고아읍 문장로 190,57,수인,40,공감,17,36.15024055,128.330909
부산 부산진구,P538276,라이온,부산 부산진구 동평로420번길 18,57,유모스트,18,뉴에이스,39,35.17276467,129.0697618
부산 동구,P957975,오폰,부산 동구 부산진성공원로 23-5,57,에스엠,52,공감,5,35.13751081,129.0617989
대구 북구,P088839,휴대폰 멀티샵,대구 북구 고성북로 50-2,56,에스엠,16,공감,40,35.88408847,128.5841462
부산 금정구,P733170,주식회사 디엘유통 서동지점,부산 금정구 서동로 151,56,수인,56,,0,35.21494839,129.1032602
경남 김해시,P167954,몽키폰율하(율하점),경남 김해시 율하2로 124,55,유모스트,55,,0,35.16912381,128.8142572
경남 창원시,P363762,EPS중성,경남 창원시 성산구 공단로 69,55,에스엠,12,에이스,43,35.213796,128.633123
대구 북구,P483377,(셀)휴대폰성지_북구점,대구 북구 중앙대로 540,55,유모스트,11,수석_충청,44,35.88032705,128.5970633
경남 양산시,P705060,휴대폰성지 증산점,경남 양산시 물금읍 백호로 74,55,에스엠,36,수인,19,35.31767882,129.0023334
부산 부산진구,P891854,휴대폰성지 말폰,부산 부산진구 가야대로510번길 21,54,빅뱅,54,,0,35.15222581,129.0281969
부산 남구,P387255,이엘(EL)통신,부산 남구 용호로42번길 50-2,53,에스엠,10,강산,43,35.12467795,129.1096582
경북 김천시,P616517,최고김천,경북 김천시 혁신4로 59,53,태성,26,뉴에이스,27,36.12146658,128.1880263
부산 연제구,P620108,(셀)휴대폰성지_사직점,부산 연제구 아시아드대로 39,52,수석_경상,52,,0,35.18999592,129.0661088
경남 김해시,P724175,김해휴대폰성지마징가텔레콤,경남 김해시 율하2로97번길 8,52,에스엠,15,수인,37,35.17104187,128.8127214
부산 남구,P829537,태산,부산 남구 용소로 22-1,52,수인,22,태성,30,35.13531275,129.1005897
부산 북구,P892480,휴대폰성지(덕천동),부산 북구 만덕대로 32,52,빅뱅,10,에스엠,42,35.21066556,129.0087223
경남 양산시,P923705,위너스텔레콤,경남 양산시 서창로 191,52,유모스트,52,,0,35.41626083,129.1725337
울산 남구,P098814,주식회사 다희,울산 남구 남중로 107,51,메타,23,에이스,28,35.54393779,129.3479464
부산 동래구,P124474,휴대폰성지킹_동래점,부산 동래구 온천천로 75,51,빅뱅,50,수인,1,35.21246954,129.0802868
부산 부산진구,P134117,마징가11호,부산 부산진구 새싹로 157-1,51,에스엠,33,수인,18,35.1702515,129.0499347
부산 남구,P403450,시세파괴폰 대연본점,부산 남구 수영로 264,51,유모스트,4,뉴에이스,47,35.13536447,129.0955635
부산 사하구,P601464,핸드폰성지홈서비스 아정당 하단점,부산 사하구 낙동남로 1424,51,유모스트,51,,0,35.10587769,128.9674168
울산 북구,P125227,엑스라지폰,울산 북구 송정12길 3,50,에스엠,27,에이스,23,35.60019365,129.3606979
부산 기장군,P356726,비엠(BM)컴퍼니 이진,부산 기장군 정관읍 정관로 545,50,에스엠,50,,0,35.32230087,129.1748441
경남 거제시,P366948,메킷레인,경남 거제시 중곡로 3,50,에스엠,50,,0,34.89303358,128.6302802
울산 북구,P507911,(셀)휴대폰성지_삼산점,울산 북구 화산중앙로 94-3,50,유모스트,1,수석_경상,49,35.59342637,129.3666845
경남 양산시,P792926,(셀)휴대폰성지_중부점,경남 양산시 양산역6길 3,50,수석_경상,50,,0,35.33779647,129.0265997
대구 달서구,P798628,주식회사 스마트컴퍼니,대구 달서구 조암남로16길 19,50,에스엠,48,유안,2,35.82211472,128.5220247
울산 북구,P906489,여기다폰(화봉점),울산 북구 화봉로 75,50,강산,23,태성,27,35.58859131,129.3673337
부산 연제구,P495823,휴대폰성지 최싸폰 연산점,부산 연제구 반송로 80,49,에스엠,49,,0,35.19061647,129.0879151
부산 연제구,P565504,유진유통 거제3,부산 연제구 거제천로 82,49,강산,47,수인,2,35.18144166,129.0732953
부산 부산진구,P608460,부산휴대폰성지 폰(갑) 알람폰 개금점,부산 부산진구 가야대로443번길 25-6,49,뉴에이스,2,공감,47,35.15446464,129.0207538
울산 남구,P646779,(셀)휴대폰성지_무거점,울산 남구 대학로 134,49,수석_경상,49,,0,35.54638278,129.2618703
경북 구미시,P898440,휴대폰성지_직폰 산동점,경북 구미시 산동읍 신당2로 29,49,유모스트,8,공감,41,36.1558642,128.4317427
울산 울주군,P304450,착한 휴대폰,울산 울주군 온양읍 대운길 40,47,유모스트,47,,0,35.41290845,129.2816938
경북 구미시,P363994,달콤모바일,경북 구미시 산동읍 신당4로 115,47,뉴에이스,47,,0,36.15524089,128.4286503
경남 창원시,P380945,(셀)휴대폰성지_자은점,경남 창원시 진해구 냉천로 156,47,수석_경상,47,,0,35.15538959,128.7134463
부산 동구,P552702,메트로폰 2.0,부산 동구 대영로243번길 31,47,메타,47,,0,35.11363427,129.037755
대구 수성구,P990377,(셀)휴대폰성지_수성점,대구 수성구 달구벌대로 3074-1,47,유모스트,7,수석_충청,40,35.84268096,128.6932855
대구 달성군,P267026,더블제이,대구 달성군 다사읍 죽곡1길 7-8,46,수인,12,뉴에이스,34,35.85738239,128.4642509
경북 구미시,P369479,폰팔이김봉준 진평점,경북 구미시 인동20길 43-1,46,수인,14,뉴에이스,32,36.095232,128.4240724
부산 수영구,P378513,엘엔디컴퍼니 수영지사,부산 수영구 감포로 2,46,에스엠,26,태성,20,35.15885003,129.1210679
경북 예천군,P379327,(셀)휴대폰성지_예천점,경북 예천군 호명면 새움3로 60-4,46,유모스트,14,수석_충청,32,36.57599367,128.4922832
부산 동구,P521307,테라텔레콤,부산 동구 초량로 47-1,46,공감,46,,0,35.12003174,129.0374089
경남 창원시,P886420,휴대폰성지(행운),경남 창원시 성산구 원이대로 678,46,공감,33,가본,13,35.22309703,128.6871951
부산 수영구,P124823,디엠컴퍼니,부산 수영구 수영로725번길 35,45,수인,45,,0,35.16860825,129.1168181
울산 남구,P195359,울산휴대폰성지 로타리휴대폰,울산 남구 북부순환도로 3,45,유모스트,45,,0,35.55089364,129.2643798
경남 김해시,P340808,엠케이김해삼정,경남 김해시 활천로36번길 36,45,강산,10,태성,35,35.23241061,128.8968458
경남 창원시,P700548,(셀)휴대폰성지_장천점,경남 창원시 진해구 충장로657번길 28,45,유모스트,1,수석_경상,44,35.13055202,128.7065878
대구 달성군,P097415,H.진통신,대구 달성군 유가읍 테크노상업로 110,44,수인,44,,0,35.6932352,128.4615554
부산 수영구,P123836,주식회사 에스피엘빌드업,부산 수영구 연수로 419,44,태성,44,,0,35.16782426,129.1148215
대구 달서구,P329022,상지컴퍼니,대구 달서구 장기로 230,44,공감,44,,0,35.8441437,128.5350864
경남 김해시,P356950,감자통신,경남 김해시 관동로71번길 18,44,뉴에이스,5,공감,39,35.17741546,128.812498
울산 북구,P560967,(셀)휴대폰성지_송정점,울산 북구 박상진12로 11,44,유모스트,1,수석_경상,43,35.60147881,129.365332
경북 경산시,P136535,(셀)휴대폰성지_하양점,경북 경산시 하양읍 하양로 77-1,43,유모스트,10,수석_충청,33,35.91194418,128.8167226
경남 진주시,P215418,(셀)휴대폰성지_가호통신본점,경남 진주시 가호로 45,43,유모스트,15,수석_경상,28,35.16395788,128.1112386
부산 부산진구,P482928,캐슬컴퍼니,부산 부산진구 엄광로 68,43,에스엠,33,뉴에이스,10,35.14661344,129.0269894
부산 수영구,P784289,몬스터광안,부산 수영구 수영로618번길 4,43,에스엠,5,태성,38,35.16054707,129.1140392
대구 남구,P864705,(드)투투,대구 남구 현충로5길 75,43,수석_충청,7,마라톤,36,35.83406228,128.5752891
부산 부산진구,P949854,에스피엘 서면점,부산 부산진구 새싹로8번길 7,43,수인,25,태성,18,35.15905593,129.0587089
경북 포항시,P288611,포항텔레콤,경북 포항시 북구 법원로 11,41,유모스트,39,태성,2,36.07601461,129.3861223
부산 연제구,P409720,H.휴대폰성지셀렉터,부산 연제구 연제로 30,41,태성,40,뉴에이스,1,35.17926573,129.0769594
부산 부산진구,P442313,청림통신,부산 부산진구 당감로 51-3,41,유모스트,36,공감,5,35.16631374,129.0388614
경남 양산시,P462621,마징가텔레콤 사송점,경남 양산시 동면 내송로 113,41,에스엠,27,수인,14,35.31876121,129.0676994
부산 동래구,P543237,아정당 모바일성지 동래역점,부산 동래구 충렬대로 157-1,41,유모스트,41,,0,35.2048996,129.0776272
경남 창원시,P753835,휴대폰성지 정직폰 창원점,경남 창원시 성산구 용지로 102,41,에스엠,41,,0,35.22448022,128.6783473
울산 남구,P320413,H_17호,울산 남구 삼산중로 124,40,강산,4,태성,36,35.54460206,129.3359773
부산 사상구,P364576,소문난폰가게,부산 사상구 광장로 7,40,유모스트,32,에스엠,8,35.16433608,128.9777161
부산 북구,P199316,휴대폰성지핸드폰성지아정당 덕천역점,부산 북구 만덕대로 15,39,유모스트,39,,0,35.21072192,129.0066992
대구 달성군,P369998,스마일현풍,대구 달성군 유가읍 테크노상업로 112,39,가본,39,,0,35.69325352,128.4619239
대구 달서구,P401101,따르릉통신 진천점,대구 달서구 진천로 78,39,수인,31,뉴에이스,8,35.81550745,128.5236791
경남 양산시,P438118,(셀)휴대폰성지_정평산점,경남 양산시 평산로 15,39,수석_경상,39,,0,35.38138769,129.1533209
대구 중구,P510144,동환통신,대구 중구 중앙대로81길 1,39,수인,38,뉴에이스,1,35.86969423,128.593568
경남 진주시,P705879,휴대폰성지,경남 진주시 소호로 39,39,에스엠,39,,0,35.17041613,128.1323197
부산 동구,P871678,기똥찬 휴대폰달인,부산 동구 중앙대로231번길 36,39,빅뱅,39,,0,35.1185186,129.0392616
경북 구미시,P112332,폰프라자,경북 구미시 상사서로 31,38,유모스트,23,수인,15,36.08510405,128.3555585
경남 창원시,P239960,중리마산,경남 창원시 마산회원구 내서읍 중리상곡로 133,38,태성,38,,0,35.25207449,128.5116873
경북 경산시,P251846,레알통신,경북 경산시 백자로 113,38,수인,30,도매직영,8,35.81540565,128.7574897
부산 서구,P258566,아일랜드서대신,부산 서구 고운들로 181,38,태성,5,뉴에이스,33,35.10845673,129.0135889
경남 양산시,P278569,우정텔레콤,경남 양산시 양산역4길 11,38,에스엠,38,,0,35.33636778,129.0284371
경북 성주군,P377203,더나은성주,경북 성주군 성주읍 성주로 3224-1,38,공감,38,,0,35.91815697,128.2864486
부산 북구,P382951,리드텔레콤,부산 북구 효열로 1,38,메타,38,,0,35.24896845,129.0140897
울산 북구,P470449,휴대폰성지 몽이텔레콤,울산 북구 매곡본길 27,38,뉴에이스,3,공감,35,35.64030359,129.3584352
대구 서구,P483687,옆커폰서구,대구 서구 당산로 446,38,태성,38,,0,35.8762257,128.5472716
부산 기장군,P519439,다모컴퍼니,부산 기장군 기장읍 읍내로 106,38,수인,38,,0,35.24493689,129.2158297
경남 김해시,P563772,(셀)휴대폰성지_진영점,경남 김해시 진영읍 김해대로361번길 8,38,유모스트,5,수석_경상,33,35.30748759,128.7297998
울산 울주군,P856550,휴대폰성지,울산 울주군 범서읍 대리로 81,38,에스엠,11,에이스,27,35.56787461,129.2499283
부산 수영구,P217874,부산-솔컴퍼니(수영점),부산 수영구 수영로705번길 19,37,수석_경상,37,,0,35.16879247,129.1164146
부산 금정구,P360859,㈜부경텔레콤,부산 금정구 장전온천천로 51,37,유모스트,8,뉴에이스,29,35.22959378,129.0888157
경남 거제시,P361333,스타거제,경남 거제시 성산로 20,37,수인,15,태성,22,34.89904346,128.6968763
울산 북구,P371707,더폰플랙스점,울산 북구 진장유통로 16,37,에스엠,37,,0,35.57172573,129.3583037
울산 북구,P431568,H.휴대폰성지,울산 북구 신천로 24,37,에스엠,27,뉴에이스,10,35.64021141,129.3485075
울산 남구,P469384,여수-딜폰여서점,울산 남구 수암로189번길 16-4,37,수석_경상,15,공감,22,35.52813211,129.3277907
대구 달서구,P823381,휴대폰파는총각 신월성점,대구 달서구 조암로 25,37,수인,4,뉴에이스,33,35.82482901,128.5274017
부산 수영구,P836954,폰청,부산 수영구 호암로29번길 50,37,유모스트,35,에스엠,2,35.15528317,129.1098017
대구 달서구,P975806,주식회사 스마트컴퍼니,대구 달서구 월암로 8,37,에스엠,37,,0,35.81950951,128.5228465
울산 북구,P984742,다폰 연암점,울산 북구 상방로 162,37,에스엠,7,수인,30,35.5832239,129.3651898
경남 고성군,P344328,가야고성,경남 고성군 고성읍 동외로 157,36,태성,36,,0,34.97537302,128.3256542
대구 달성군,P358634,에스에이치,대구 달성군 다사읍 세천본길 45,36,공감,33,유안,3,35.87606579,128.4780819
경남 창원시,P560055,히어로즈 컴퍼니,경남 창원시 진해구 용재로 5,36,에스엠,11,강산,25,35.10248609,128.8105354
부산 해운대구,P798741,(CVC)온라인_마라톤,부산 해운대구 우제2동,36,마라톤,36,,0,35.17126124,129.1399895
대구 달서구,P193032,프리패어드,대구 달서구 성당로 211,35,유모스트,5,공감,30,35.8512687,128.5732971
경북 김천시,P370629,보름통신_부곡,경북 김천시 송설로 158,35,수인,35,,0,36.12362278,128.1019862
부산 기장군,P441915,옆커폰부산정관,부산 기장군 정관읍 정관로 574,35,유모스트,17,태성,18,35.32089392,129.1764129
부산 부산진구,P497853,청림통신 범일,부산 부산진구 범일로 147-2,35,유모스트,35,,0,35.14325839,129.0590467
울산 남구,P535802,옆커폰 삼산점,울산 남구 돋질로 300,35,강산,16,수인,19,35.54399503,129.3375288
울산 중구,P582127,휴대폰성지 다폰,울산 중구 병영로 11,35,유모스트,32,메타,3,35.57030028,129.3459564
부산 강서구,P606715,휴대폰성지 마징가텔레콤,부산 강서구 명지국제8로 229,35,에스엠,12,수인,23,35.09860364,128.9180102
울산 남구,P994541,울산휴대폰성지_삼산특판점,울산 남구 삼산중로100번길 20,35,유모스트,35,,0,35.54207743,129.3376202
경남 김해시,P174007,우리동네 성지,경남 김해시 함박로101번길 19,34,강산,34,,0,35.23347835,128.864783
경남 진주시,P201834,로즈신진주역,경남 진주시 개양로 100,34,수인,3,태성,20,35.15507463,128.1165239
대구 북구,P325991,TOP텔레콤,대구 북구 팔달로 177,34,유모스트,34,,0,35.88879658,128.5695984
부산 북구,P334704,원모바일,부산 북구 금곡대로 469,34,메타,29,도매직영,5,35.25000695,129.0112353
울산 동구,P410774,여기다폰(남목점),울산 동구 방어진순환도로 1112,34,강산,34,,0,35.5392361,129.427147
부산 북구,P908572,에스더블유컴퍼니,부산 북구 백양대로 1202,34,에스엠,15,도매직영,19,35.20970608,129.0059413
경북 칠곡군,P281326,휴대폰프라자(북삼),경북 칠곡군 북삼읍 금오대로 224,33,수인,15,뉴에이스,18,36.06539041,128.3459334
대구 달서구,P372115,가람용산,대구 달서구 용산서로 14-8,33,수인,33,,0,35.85833563,128.5290649
경남 진주시,P684689,든든휴대폰할인매장,경남 진주시 진주대로879번길 19,33,에스엠,33,,0,35.17802131,128.089905
경남 양산시,P710457,씨유휴대폰,경남 양산시 물금읍 백호로 64,33,에스엠,33,,0,35.31827947,129.0016296
울산 북구,P742053,울산휴대폰성지 명촌휴대폰특판점 폰통령,울산 북구 명촌18길 2,33,유모스트,33,,0,35.55727248,129.3549428
경남 양산시,P776371,100모바일,경남 양산시 물금읍 범구로 28,33,유모스트,20,뉴에이스,13,35.32558265,129.0129439
대구 동구,P079737,두남자폰,대구 동구 안심로22길 40,32,유모스트,32,,0,35.86335667,128.6956701
부산 부산진구,P115557,휴맛집 서면점,부산 부산진구 서전로 24,32,유모스트,13,강산,19,35.15759315,129.0621632
경북 영주시,P239015,에스앤(핑크),경북 영주시 중앙로 73,32,뉴에이스,29,공감,3,36.82211589,128.623926
부산 금정구,P256076,휴대폰,부산 금정구 장전온천천로 45,32,유모스트,32,,0,35.22910802,129.0890842
경북 포항시,P378928,에코효자,경북 포항시 남구 효성로 63,32,유모스트,5,수인,27,36.00612012,129.3409583
경남 창원시,P438481,창원휴대폰성지마징가텔레콤,경남 창원시 진해구 조천북로 131,32,에스엠,21,수인,11,35.16160452,128.685391
부산 영도구,P549114,휴대폰성지 아일랜드통신,부산 영도구 태종로 675,32,태성,9,뉴에이스,23,35.07267423,129.075879
울산 동구,P756521,(셀)휴대폰성지_남목점,울산 동구 옥류로 51,32,유모스트,2,수석_경상,30,35.54340231,129.4262439
경남 양산시,P282197,제이제이더블유통신,경남 양산시 양산역6길 13,31,유모스트,9,에스엠,22,35.33749191,129.0274089
경남 진주시,P352266,휴대폰성지,경남 진주시 초전북로62번길 28,31,뉴에이스,28,도매직영,3,35.20616429,128.1144883
경남 창원시,P359110,비알창원,경남 창원시 의창구 북면 감계로110번길 54-39,31,태성,20,뉴에이스,11,35.30155638,128.5955591
부산 사하구,P369025,문홍다대포,부산 사하구 다대낙조2길 85,31,태성,31,,0,35.0529546,128.9615361
경북 포항시,P378037,퍼스트통신 초곡점,경북 포항시 북구 흥해읍 초곡지구로 60,31,유모스트,11,뉴에이스,20,36.09612526,129.3396309
대구 북구,P378702,스피드대구,대구 북구 유통단지로 16,31,공감,6,충청모바일,25,35.90496577,128.6063956
부산 남구,P723076,핸드폰성지홈서비스 아정당 경성대점,부산 남구 용소로 18,31,유모스트,31,,0,35.13560394,129.1005101
부산 수영구,P818564,쩨리,부산 수영구 광일로20번가길 28,31,에스엠,30,뉴에이스,1,35.16304038,129.1105826
부산 동구,P824859,열차폰 수정점,부산 동구 중앙대로371번길 12,31,태성,31,,0,35.12996095,129.0426203
대구 달성군,P914406,알뜰모바일 테크노점,대구 달성군 현풍읍 테크노상업로 40,31,에스엠,31,,0,35.6922645,128.4543193
경남 김해시,P180349,옆커폰_주촌,경남 김해시 주촌면 천곡로 5,30,강산,15,태성,15,35.23363236,128.8391105
경남 김해시,P219394,달달한 폰가게 내외점,경남 김해시 함박로 102,30,태성,21,공감,9,35.23210537,128.8645326
부산 사하구,P285882,새마을통신,부산 사하구 다대로 6,30,메타,25,수인,5,35.10192912,128.9764848
부산 부산진구,P413932,부산-솔컴퍼니(부전점),부산 부산진구 새싹로14번길 5,30,수석_경상,30,,0,35.15935281,129.0581397
부산 부산진구,P688470,디와이 컴퍼니,부산 부산진구 중앙대로702번길 25,30,메타,30,,0,35.15551323,129.0605029
