지역합,POS코드,판매점명,주소,총실적,거래점1,실적1,거래점2,실적2,위도,경도
대구 동구,P638310,옆커폰연경,대구 동구 동화천로 403,11,태성,11,,0,35.94175406,128.6309053
부산 해운대구,P641122,통신마을,부산 해운대구 아랫반송로 34-2,11,유모스트,11,,0,35.2242911,129.1492356
부산 부산진구,P644479,만두모바일,부산 부산진구 가야대로 485,11,메타,11,,0,35.15345972,129.0250824
경남 양산시,P648251,메가폰,경남 양산시 덕계로 60,11,태성,11,,0,35.37276039,129.1511169
울산 북구,P672005,하나로모바일 매곡점,울산 북구 호계매곡1로 54,11,강산,11,,0,35.63512889,129.3632105
경남 김해시,P686133,통신일번가,경남 김해시 분성로 38,11,에스엠,11,,0,35.23223489,128.8513258
대구 달서구,P688708,휴대폰파는총각 성당점,대구 달서구 장기로 140,11,수인,1,뉴에이스,10,35.84373227,128.5451712
대구 동구,P738582,휴대폰파는총각 이시아폴리스점,대구 동구 팔공로51길 33,11,수인,4,가본,7,35.92284612,128.6371339
울산 남구,P815505,(셀)휴대폰성지_울산남구청점,울산 남구 번영로 195,11,수석_경상,11,,0,35.54487625,129.3213292
대구 달서구,P845070,제로폰 송현점,대구 달서구 월배로 452,11,공감,1,수석_충청,8,35.83361797,128.5547786
부산 수영구,P854792,광안수지모바일,부산 수영구 수영로 569,11,에스엠,11,,0,35.156669,129.112684
대구 북구,P857651,옆커폰동천,대구 북구 대천로 90,11,태성,6,골드스타,5,35.93671058,128.558937
부산 영도구,P875757,휴대폰성지 옆커폰_부산영도점,부산 영도구 대교로 12-1,11,유모스트,9,태성,2,35.09348282,129.043709
부산 사하구,P900653,고구려모바일,부산 사하구 낙동대로 553-2,11,유모스트,1,에스엠,10,35.11311778,128.963485
울산 울주군,P915444,혜성정보통신,울산 울주군 온산읍 신온3길 2,11,에이스,11,,0,35.43117624,129.3091101
경남 김해시,P960184,천지텔레콤정보,경남 김해시 평전로 48,11,유모스트,11,,0,35.23574902,128.85329
부산 사하구,P961026,하랑 해드림텔레콤,부산 사하구 하신중앙로 182,11,도매직영,11,,0,35.09479676,128.9624431
부산 사하구,P962331,건우모바일,부산 사하구 장평로 300,11,에스엠,4,태성,7,35.09296126,128.9736184
경남 창원시,P048740,스피드텔레콤,경남 창원시 마산합포구 3·15대로 370-1,10,태성,6,도매직영,4,35.20758522,128.5740979
경남 양산시,P074510,휴대폰성지고래폰_덕계점,경남 양산시 덕계로 59,10,에스엠,10,,0,35.37345989,129.1502183
경북 경산시,P077605,1하양,경북 경산시 하양읍 서사도리4로 2,10,태성,10,,0,35.91872944,128.8087608
대구 중구,P080837,휴대폰성지 최싸폰_남산점,대구 중구 남산로 37,10,에스엠,7,태성,3,35.85998291,128.5823587
대구 서구,P102677,텔미모바일,대구 서구 국채보상로34길 23,10,뉴에이스,10,,0,35.8671785,128.5498181
경북 포항시,P128855,해솔,경북 포항시 남구 오천읍 원동로 4,10,태성,9,뉴에이스,1,35.96344573,129.4032434
경남 양산시,P140255,대박양산,경남 양산시 평산7길 27,10,태성,10,,0,35.3794684,129.1506004
부산 부산진구,P170010,플러스당감,부산 부산진구 당감로 29,10,유모스트,5,메타,5,35.16428966,129.0393199
부산 수영구,P172217,행복텔레콤,부산 수영구 남천바다로 8,10,수석_경상,10,,0,35.14983448,129.1117698
대구 서구,P179593,마루통신,대구 서구 서대구로29길 30,10,유모스트,3,공감,7,35.87055282,128.5472134
경남 창원시,P183121,건민정보통신,경남 창원시 마산합포구 자산삼거리로 21,10,도매직영,10,,0,35.20306667,128.5654323
대구 달서구,P198956,모바일허브 장기점,대구 달서구 용산로 40,10,공감,10,,0,35.84152039,128.532217
울산 울주군,P209530,울산-가장싼핸드폰가게,울산 울주군 언양읍 동문길 53,10,유모스트,3,수석_경상,7,35.56620744,129.1251061
대구 중구,P220522,보물섬통골,대구 중구 동성로1길 49,10,유모스트,7,공감,3,35.86596889,128.5961814
대구 남구,P245783,만복안지랑,대구 남구 대명로 162,10,마라톤,10,,0,35.83886072,128.5754131
부산 사하구,P256572,주영정보통신,부산 사하구 다대로 586,10,빅뱅,7,에스엠,3,35.0541604,128.9704411
경남 김해시,P258411,대일통신,경남 김해시 진영읍 진영로 222,10,에스엠,4,강산,6,35.30242464,128.7372109
부산 북구,P259426,유니텔레콤,부산 북구 시랑로 159,10,도매직영,10,,0,35.19621538,129.0127254
부산 금정구,P272303,엠스타쉬,부산 금정구 오륜대로 29,10,강산,10,,0,35.24224161,129.0952894
부산 북구,P272436,성우지상,부산 북구 백양대로 1196,10,태성,3,도매직영,7,35.20905322,129.0055748
울산 남구,P273262,H_8호,울산 남구 대학로94번길 5,10,태성,10,,0,35.54316657,129.2608238
대구 달서구,P280979,위너(Winner)통신,대구 달서구 상화로58길 87,10,유모스트,10,,0,35.80633948,128.5489133
부산 기장군,P283437,폰스타,부산 기장군 정관읍 모전1길 14,10,에스엠,10,,0,35.33540245,129.1665194
경남 김해시,P292252,주식회사폰탑 진영점,경남 김해시 진영읍 본산로 9,10,유모스트,4,강산,6,35.30653475,128.7376178
부산 사하구,P293434,(주)폰탑(장림점),부산 사하구 다대로 296,10,강산,10,,0,35.07589781,128.9762514
부산 부산진구,P297011,에스엠정보,부산 부산진구 대학로 23-1,10,유모스트,7,공감,3,35.15326717,129.0366136
대구 달성군,P297170,다온화원,대구 달성군 화원읍 화원로2길 2,10,수인,1,태성,9,35.8053996,128.5008648
경남 김해시,P297807,㈜엠케이네트웍스_수목통신,경남 김해시 삼안로235번길 1,10,강산,1,수인,9,35.24887709,128.910515
경남 밀양시,P299055,삼량진대일통신,경남 밀양시 삼랑진읍 천태로 4,10,에스엠,4,도매직영,6,35.3963627,128.8373768
경북 구미시,P303900,대박황상,경북 구미시 검성로 100,10,수인,8,뉴에이스,2,36.11801447,128.4279135
대구 달서구,P305239,엔케이모바일,대구 달서구 성당로 1,10,마라톤,10,,0,35.83781522,128.557225
대구 달성군,P309641,꿀통신,대구 달성군 구지면 과학마을로 42,10,빅뱅,3,에스엠,7,35.65555071,128.4179892
경북 문경시,P315585,미소텔레콤,경북 문경시 매봉2길 33,10,도매직영,10,,0,36.58582491,128.1856917
부산 수영구,P315984,BS모바일_망미,부산 수영구 과정로 40,10,수석_경상,10,,0,35.17489641,129.1078286
경북 경주시,P319022,입실통신,경북 경주시 외동읍 입실로 80,10,뉴에이스,10,,0,35.71550786,129.324236
경남 하동군,P319823,하동하이폰,경남 하동군 하동읍 시장1길 6,10,도매직영,10,,0,35.07033459,127.7485936
부산 해운대구,P320818,폰 파는 삼촌,부산 해운대구 신반송로 180,10,에스엠,10,,0,35.22929262,129.1603001
대구 달서구,P323050,루피통신,대구 달서구 선원남로 113,10,태성,10,,0,35.85742489,128.5126829
울산 중구,P325925,엠에스텔레콤(중앙점),울산 중구 학성로 83-1,10,에스엠,10,,0,35.55513884,129.3202075
경남 통영시,P333573,범준통신,경남 통영시 중앙로 313,10,에스엠,9,수인,1,34.85831276,128.4282334
부산 남구,P336612,지앤비4,부산 남구 진남로 165,10,도매직영,10,,0,35.14128852,129.0787381
경북 경주시,P343196,썸 2호점,경북 경주시 건천읍 내서로 1134,10,뉴에이스,10,,0,35.84795553,129.104414
경남 창원시,P345813,옥이통신,경남 창원시 마산합포구 자산남4길 2,10,도매직영,10,,0,35.20285137,128.5657943
경남 창원시,P353542,나은,경남 창원시 마산합포구 3·15대로 228,10,빅뱅,2,에스엠,8,35.19842172,128.567442
부산 남구,P355524,은총통신,부산 남구 유엔평화로 134,10,도매직영,10,,0,35.12424029,129.0962776
경북 구미시,P355624,챌린저모바일,경북 구미시 인동중앙로 45,10,수인,5,태성,5,36.10893482,128.4224102
대구 수성구,P359095,결정통신,대구 수성구 지범로39길 11-4,10,유모스트,10,,0,35.82071721,128.6418445
경남 밀양시,P359345,스피드밀양,경남 밀양시 석정로 26-1,10,유모스트,10,,0,35.49222243,128.7517044
경북 청송군,P363773,시온통신,경북 청송군 진보면 진보로 133-1,10,도매직영,10,,0,36.52872359,129.046335
울산 울주군,P363975,렉스텔레콤,울산 울주군 온산읍 덕신로 257,10,빅뱅,9,도매직영,1,35.43380946,129.3096279
경남 밀양시,P364508,명문통신,경남 밀양시 삼문중앙로 49,10,태성,10,,0,35.48586361,128.7569692
대구 중구,P377244,㈜제이제이컴퍼니,대구 중구 동성로1길 59,10,수인,5,뉴에이스,5,35.86579395,128.5965773
경북 포항시,P377555,에코양덕,경북 포항시 북구 천마로 72,10,유모스트,9,태성,1,36.08280743,129.3971927
경남 함안군,P379283,정모바일,경남 함안군 가야읍 가야로 41-1,10,도매직영,10,,0,35.27764557,128.4058167
대구 동구,P380384,라라모바일 율하점,대구 동구 안심로22길 52,10,수인,4,태성,6,35.86322503,128.6972448
경북 구미시,P381795,한별통신,경북 구미시 인동중앙로8길 4,10,수인,10,,0,36.10773187,128.4224507
부산 부산진구,P382222,유진네트웍스 당감점,부산 부산진구 당감로 45,10,강산,6,수인,4,35.16566659,129.0389914
울산 남구,P384431,노랑2,울산 남구 도산로107번길 15-1,10,에스엠,6,에이스,4,35.53153932,129.3281533
경남 거창군,P385299,레몬텔레콤,경남 거창군 거창읍 송정1길 134,10,태성,10,,0,35.68054168,127.9042469
경남 거제시,P385539,거제맘통신-아주점,경남 거제시 아주1로 105-10,10,에스엠,9,강산,1,34.86762475,128.6808623
경남 김해시,P386626,김해-휴대폰공장,경남 김해시 우암로31번길 1,10,에스엠,10,,0,35.23350709,128.8602873
경남 창원시,P386841,광_도계,경남 창원시 의창구 도계로 55,10,태성,10,,0,35.25966173,128.6375936
대구 달성군,P394231,명곡통신,대구 달성군 화원읍 명천로 216,10,수인,9,뉴에이스,1,35.79782883,128.4896638
경북 울진군,P428312,신영텔레콤,경북 울진군 울진읍 울진중앙로 113-2,10,수인,10,,0,36.99181993,129.4010008
경남 진주시,P447693,휴대폰성지 폰방긋,경남 진주시 대신로475번길 16-17,10,공감,8,가본,2,35.20316015,128.1142282
울산 중구,P450005,감동텔레콤,울산 중구 구교로 27,10,공감,10,,0,35.55540428,129.3276051
경북 김천시,P457837,오케이김천,경북 김천시 시청로 98,10,유모스트,9,태성,1,36.13702591,128.1173583
경북 포항시,P536850,휴대폰성지 핫폰 법원점,경북 포항시 북구 장량중앙로77번길 1,10,뉴에이스,10,,0,36.08987006,129.3900267
경남 거창군,P545764,가조천지텔레콤,경남 거창군 가조면 지산로 1485,10,수석_호남,10,,0,35.70937205,128.015604
대구 수성구,P545992,휴대폰성지옆커폰범물점,대구 수성구 용학로 272,10,태성,5,골드스타,5,35.8175281,128.6434302
경북 경산시,P554855,옆커폰 진량점,경북 경산시 진량읍 공단로 468,10,태성,10,,0,35.8731513,128.8194157
울산 남구,P558499,옆커폰울산신정로,울산 남구 신정로 37,10,태성,10,,0,35.53514817,129.3219538
부산 기장군,P568856,(셀)휴대폰성지_일광점,부산 기장군 일광읍 해송1로 36,10,유모스트,8,수석_경상,2,35.26778883,129.2305089
울산 북구,P604833,휴대폰8040,울산 북구 명촌17길 23,10,유모스트,10,,0,35.55863804,129.3543098
경남 창원시,P645861,(셀)휴대폰성지_석동점,경남 창원시 진해구 진해대로 762,10,수석_경상,10,,0,35.15816462,128.6987576
대구 수성구,P645973,휴대폰파는총각 만촌삼정점,대구 수성구 교학로 65,10,수인,5,뉴에이스,5,35.8502079,128.6523837
대구 달서구,P664778,휴대폰성지 단미,대구 달서구 명덕로2길 29,10,에스엠,1,공감,9,35.86049792,128.5714369
부산 부산진구,P679641,우리동네 전화국,부산 부산진구 중앙대로 897,10,유모스트,10,,0,35.17064658,129.0690978
부산 해운대구,P700735,반송땅폰,부산 해운대구 윗반송로 75-1,10,유모스트,10,,0,35.23077152,129.1571708
경남 김해시,P726328,제이컴퍼니,경남 김해시 인제로 186,10,에스엠,10,,0,35.24517818,128.9041664
대구 동구,P734060,옆커폰성지 방촌점,대구 동구 동촌로 255,10,태성,10,,0,35.88150772,128.6673615
대구 북구,P751209,옆커폰칠곡3지구,대구 북구 학정로 421,10,태성,4,골드스타,6,35.94237567,128.5630877
경북 영천시,P764293,원큐영천,경북 영천시 완산6길 9,10,수인,5,태성,5,35.96680834,128.9393264
부산 사상구,P775549,휴대폰성지 부싼폰,부산 사상구 사상로 238,10,유모스트,10,,0,35.16623047,128.982845
부산 연제구,P809990,포시즌통신 거제점,부산 연제구 거제시장로 38,10,에스엠,10,,0,35.18267893,129.0710269
경북 김천시,P817573,아포일등통신,경북 김천시 아포읍 한지2길 15,10,태성,8,도매직영,2,36.15916724,128.2600739
경북 경산시,P823126,휴대폰성지 옆커폰 경산사동점,경북 경산시 백자로10길 3-11,10,태성,7,골드스타,3,35.81143577,128.7547807
대구 남구,P823637,케이 솔루션,대구 남구 중앙대로 247,10,공감,10,,0,35.85548697,128.5903921
부산 금정구,P839375,장전통신,부산 금정구 금정로68번길 22,10,빅뱅,1,에스엠,9,35.23044676,129.0876641
대구 중구,P876907,명덕모바일,대구 중구 명덕로 201,10,에스엠,6,공감,4,35.85703801,128.5923996
경남 진주시,P881723,최싸폰진주혁신,경남 진주시 사들로 30,10,에스엠,2,태성,8,35.17080397,128.147393
대구 달서구,P942402,대구휴대폰성지 달서점,대구 달서구 비슬로 2728-18,10,가본,4,마라톤,6,35.80909894,128.5149746
부산 사상구,P964454,열차폰사상,부산 사상구 사상로 200,10,태성,10,,0,35.16296088,128.9846023
경북 경산시,P974941,휴대폰 파는 총각 신대점,경북 경산시 압량읍 압독3로 27,10,수인,3,가본,7,35.84216648,128.7646677
울산 동구,P982302,울산동구개꿀폰,울산 동구 화문로 76,10,유모스트,9,골드스타,1,35.48244468,129.4166741
경남 창원시,P997806,리즈텔레콤,경남 창원시 성산구 원이대로579번길 13,10,에스엠,6,태성,4,35.22928921,128.6784063
부산 남구,P047577,감만정보통신,부산 남구 우암로 61,9,도매직영,9,,0,35.11604286,129.0810298
부산 사상구,P073967,더(The)좋은 모바일,부산 사상구 대동로 83,9,도매직영,9,,0,35.13777444,128.9773316
경남 창원시,P102119,우씨통신,경남 창원시 마산회원구 양덕로 190,9,공감,9,,0,35.23427472,128.5804086
경북 포항시,P102130,행복정보통신,경북 포항시 남구 연일읍 연일로 123,9,유모스트,9,,0,35.9994731,129.3449507
대구 수성구,P103455,천지연통신,대구 수성구 시지로3길 52,9,에스엠,7,뉴에이스,2,35.84173887,128.6953401
경북 상주시,P109964,친구통신,경북 상주시 상서문2길 123,9,뉴에이스,9,,0,36.41329377,128.1584508
부산 사하구,P112005,휴대폰대란 설탕텔레콤 부산사하,부산 사하구 낙동대로 322-1,9,강산,9,,0,35.1002711,128.9819931
경북 김천시,P138510,김천 알뜰폰성지,경북 김천시 아포대로 3,9,유모스트,9,,0,36.11595127,128.1548116
부산 서구,P140845,직폰동대신,부산 서구 대영로 69,9,유모스트,9,,0,35.1105691,129.0187936
경북 영천시,P150938,(셀)휴대폰성지_영천점,경북 영천시 시장로 106,9,유모스트,6,수석_충청,3,35.96340057,128.9418711
부산 사하구,P172552,애플부산,부산 사하구 사리로7번길 3,9,유모스트,9,,0,35.10042175,128.9994849
경남 창원시,P193802,박가통신_창원봉곡,경남 창원시 의창구 봉곡로111번길 9-3,9,에스엠,5,수인,4,35.24741562,128.6712746
경북 김천시,P223923,공짜나라,경북 김천시 평화길 150-2,9,유안,9,,0,36.12270916,128.1145041
부산 사상구,P229763,괘법통신,부산 사상구 사상로 251,9,강산,9,,0,35.16722647,128.982007
경남 양산시,P242611,SKY양산,경남 양산시 삼일로 79,9,수인,2,태성,7,35.34416338,129.036255
대구 남구,P247548,스피드 텔레콤,대구 남구 성당로 192,9,유모스트,4,뉴에이스,5,35.85012941,128.5724211
부산 영도구,P252190,예나텔레콤,부산 영도구 절영로 119-2,9,유모스트,9,,0,35.08558411,129.0425657
대구 북구,P253498,미래대현,대구 북구 대현로16길 21,9,에스엠,6,수인,3,35.88244855,128.6064045
부산 해운대구,P257269,휴모바일,부산 해운대구 해운대로383번길 29,9,에스엠,4,도매직영,5,35.17029084,129.1391609
경북 안동시,P257384,휴대폰대통령,경북 안동시 문화광장길 10,9,뉴에이스,5,도매직영,4,36.56353395,128.7302695
울산 북구,P259836,H_7호,울산 북구 달천로 50,9,강산,1,태성,8,35.63541667,129.3320247
울산 울주군,P264811,덕하정보,울산 울주군 청량읍 덕하로 234,9,에스엠,9,,0,35.49172281,129.3051336
경남 사천시,P269653,패밀리통신,경남 사천시 사천읍 평화2길 42,9,도매직영,9,,0,35.08268513,128.0880793
울산 중구,P274026,메인텔레콤,울산 중구 염포로 32,9,수석_경상,7,에이스,2,35.55981409,129.3450126
부산 동래구,P278403,하이안락,부산 동래구 명안로45번길 18,9,태성,9,,0,35.20097152,129.1037155
경남 김해시,P279760,쌍둥이폰가게,경남 김해시 진영읍 여래로 42,9,유모스트,4,빅뱅,5,35.30256666,128.7342797
경북 영천시,P281131,D&G통신,경북 영천시 충효로 126,9,수인,9,,0,35.97544558,128.9425079
경남 창원시,P281150,포유텔레콤 자은점,경남 창원시 진해구 냉천로 84,9,도매직영,9,,0,35.15269052,128.7063726
부산 사하구,P284834,바른통신,부산 사하구 다송로 13,9,빅뱅,9,,0,35.06611137,128.9813354
경북 칠곡군,P284845,애니콜통신,경북 칠곡군 약목면 약목로 91-1,9,유모스트,9,,0,36.03456363,128.3650939
부산 동구,P291643,금샘,부산 동구 범상로 1,9,유모스트,9,,0,35.14045953,129.0488707
울산 북구,P293132,H_2호,울산 북구 화산중앙로 84,9,태성,9,,0,35.59417415,129.3660376
대구 수성구,P293320,영재텔레콤,대구 수성구 파동로 120,9,에스엠,9,,0,35.81399827,128.6161828
경북 문경시,P298471,에스케이모바일,경북 문경시 신흥로 176,9,도매직영,9,,0,36.59657848,128.2032775
부산 동래구,P298740,모마,부산 동래구 온천장로119번길 57,9,태성,9,,0,35.22187083,129.0817837
울산 남구,P298954,동서텔레콤,울산 남구 대암로 10,9,에스엠,9,,0,35.53032161,129.3170473
대구 달성군,P302922,CK모바일,대구 달성군 현풍면 테크노상업로 40,9,수인,9,,0,35.6922645,128.4543193
대구 달성군,P302952,초록정보통신,대구 달성군 다사읍 서재로 140,9,뉴에이스,9,,0,35.87599224,128.4973041
경남 남해군,P303064,남해무선통신,경남 남해군 남해읍 화전로 84-1,9,도매직영,9,,0,34.83875567,127.8941772
경북 청도군,P305876,태산텔레콤,경북 청도군 청도읍 청화로 200-1,9,도매직영,9,,0,35.6410131,128.7458472
울산 남구,P311226,아우라모바일,울산 남구 굴화4길 19,9,에스엠,9,,0,35.55295046,129.2644693
부산 북구,P311559,㈜동은디씨 웰빙,부산 북구 화명대로 34,9,태성,9,,0,35.23452158,129.0118916
부산 영도구,P312475,삼영통신,부산 영도구 남항로37번길 2,9,공감,9,,0,35.08887713,129.0405624
경북 문경시,P312748,블루모바일,경북 문경시 중앙로 132,9,공감,8,도매직영,1,36.59656276,128.2005114
대구 달성군,P313141,제니스 모바일,대구 달성군 논공읍 논공로 752,9,수인,3,뉴에이스,6,35.72926736,128.4455425
부산 해운대구,P318786,동보텔레콤 이마트점,부산 해운대구 좌동순환로 505,9,메타,9,,0,35.16566793,129.1682242
경북 상주시,P319224,상주착한통신,경북 상주시 삼백로 176,9,도매직영,9,,0,36.41866421,128.1629126
울산 남구,P321162,JP(제이피)통신,울산 남구 남중로 125,9,메타,9,,0,35.54570008,129.3481169
경남 창원시,P321338,㈜물과하늘,경남 창원시 진해구 용원로 59-1,9,도매직영,9,,0,35.09945667,128.8158121
부산 남구,P326757,만세통신 W스퀘어점,부산 남구 분포로 145,9,메타,9,,0,35.13422946,129.1112168
경남 함양군,P330659,공짜나라,경남 함양군 함양읍 고운로 58,9,도매직영,9,,0,35.52041696,127.7277169
경북 안동시,P331240,풍산텔레콤,경북 안동시 풍산읍 풍산중앙길 138,9,도매직영,9,,0,36.57830982,128.5754515
대구 달서구,P340113,리더스모바일,대구 달서구 이곡공원로 38,9,유모스트,3,뉴에이스,6,35.85494234,128.5117272
경남 양산시,P341135,부경텔레콤 덕계점,경남 양산시 덕계로 56,9,유모스트,3,뉴에이스,6,35.37303747,129.150161
대구 달서구,P355871,바른통신,대구 달서구 달구벌대로 1666,9,공감,9,,0,35.85404098,128.548519
경북 구미시,P356167,대영황상,경북 구미시 검성로 31-2,9,수인,2,태성,7,36.1136208,128.4244719
경남 창원시,P357741,대바리통신,경남 창원시 성산구 원이대로566번길 12,9,유모스트,7,에스엠,2,35.22825675,128.6762236
대구 동구,P359769,팔색조_분홍,대구 동구 동촌로 226,9,에스엠,9,,0,35.88153363,128.6646754
경남 창원시,P366013,나팀장휴대폰,경남 창원시 성산구 마디미로 28,9,에스엠,9,,0,35.22221487,128.68338
경북 구미시,P366416,남통 드림 통신,경북 구미시 원남로 13,9,수인,3,공감,6,36.13042171,128.3229316
대구 동구,P366644,스마트효목,대구 동구 효목로 1,9,유모스트,9,,0,35.87356031,128.639033
경남 진주시,P375218,준통신_진주,경남 진주시 진주대로 1062,9,에스엠,7,태성,2,35.19433226,128.0840589
대구 북구,P378275,옆커폰침산예스,대구 북구 침산로 173,9,태성,9,,0,35.89148394,128.5896846
경남 김해시,P379057,여보세요,경남 김해시 진영읍 장등로 90,9,유모스트,9,,0,35.31251364,128.7330924
경남 김해시,P379170,하나로통신 삼안점,경남 김해시 삼안로 263-1,9,에스엠,7,뉴에이스,2,35.25142225,128.9095015
부산 부산진구,P379688,케이엠컴퍼니,부산 부산진구 서면로 51,9,유모스트,6,뉴에이스,3,35.15541334,129.057564
경북 구미시,P385947,인동휴대폰성지,경북 구미시 인동36길 30,9,수인,9,,0,36.09210105,128.4314801
부산 동래구,P387222,윤쓰텔레콤,부산 동래구 명장로127번길 3,9,유모스트,9,,0,35.20041664,129.1127098
경남 김해시,P394467,휴대폰성지옆커폰 김해삼정점,경남 김해시 인제로39번길 56,9,유모스트,9,,0,35.23167014,128.8989979
울산 울주군,P412762,포동이,울산 울주군 온양읍 온양로 205,9,메타,5,수인,4,35.40852738,129.2930788
부산 사하구,P442802,더폰샵 하단점,부산 사하구 낙동대로 486-1,9,에스엠,8,도매직영,1,35.10810965,128.9674836
울산 중구,P458848,캄보폰,울산 중구 종가25길 28,9,유모스트,2,에스엠,7,35.58906578,129.3438672
대구 수성구,P475074,휴대폰성지_상동,대구 수성구 수성로 104,9,수인,9,,0,35.83453852,128.6119323
대구 달성군,P517777,휴대폰파는총각 화원명곡점,대구 달성군 화원읍 명곡로 4,9,수인,1,뉴에이스,8,35.79939725,128.4956269
경남 창원시,P571266,에이치에스 네트웍스,경남 창원시 마산합포구 회원동북로 70,9,에스엠,5,도매직영,4,35.21814841,128.5800206
부산 사상구,P571368,휴대폰성지 찐성지 학장점,부산 사상구 대동로 94,9,빅뱅,9,,0,35.13793358,128.9783145
대구 동구,P571576,디앤에스코퍼레이션,대구 동구 율하서로 22,9,유모스트,9,,0,35.86736603,128.6926439
부산 수영구,P573457,거제컴퍼니 동현점,부산 수영구 광남로48번길 12,9,수인,1,태성,8,35.14638233,129.1124473
대구 남구,P586128,나우통신,대구 남구 대명로 162,9,태성,9,,0,35.83886072,128.5754131
부산 수영구,P597257,주식회사_푸컴퍼니,부산 수영구 광남로 224,9,유모스트,9,,0,35.15873465,129.1232506
부산 동래구,P604895,부산 휴대폰성지 동래점,부산 동래구 여고북로 234,9,메타,9,,0,35.20247938,129.0773953
대구 남구,P621699,성지대명,대구 남구 대명로 74,9,수인,9,,0,35.83901115,128.5658078
부산 부산진구,P635428,동글이모바일,부산 부산진구 연수로 51,9,에스엠,1,태성,8,35.17517096,129.0765661
부산 영도구,P653027,다온휴대전화,부산 영도구 한결길 17,9,에스엠,9,,0,35.09157644,129.0450473
부산 부산진구,P709217,옆커폰부산양정,부산 부산진구 연수로 9,9,강산,8,태성,1,35.17351777,129.0722801
경남 사천시,P719082,초목통신,경남 사천시 정동면 반룡1로 52,9,유모스트,7,도매직영,2,35.06346471,128.0850528
경남 김해시,P722580,마징가주촌점,경남 김해시 주촌면 선천남로 83,9,수인,9,,0,35.22977887,128.8431734
부산 북구,P773048,휴대폰성지_만덕점,부산 북구 덕천로276번길 60,9,유모스트,9,,0,35.2058688,129.03319
부산 서구,P799657,봉텔레콤,부산 서구 구덕로 96,9,유모스트,9,,0,35.09720266,129.025243
경남 창원시,P808630,휴대폰성지 창원용호점,경남 창원시 성산구 원이대로 587,9,에스엠,9,,0,35.228414,128.6794813
경북 칠곡군,P812094,폰즈포유,경북 칠곡군 약목면 약목로 94,9,유모스트,8,빅뱅,1,36.03466831,128.3655168
대구 북구,P826355,원투통신,대구 북구 침산로 93,9,유모스트,3,에스엠,6,35.88522557,128.5897899
울산 남구,P837179,엠에이치 컴퍼니,울산 남구 봉월로 55,9,유모스트,9,,0,35.53730571,129.305291
대구 달서구,P844107,엔젤OA통신,대구 달서구 상원로4길 15,9,유모스트,4,뉴에이스,5,35.81119813,128.5372079
대구 달서구,P857945,옆커폰이곡,대구 달서구 계대동문로 123,9,수인,3,태성,6,35.85578072,128.5064521
부산 해운대구,P866949,브이컴퍼니,부산 해운대구 재반로 117-1,9,에스엠,9,,0,35.18898547,129.1264994
경북 경산시,P870871,휴대폰성지 옆커폰 중산펜타힐즈점,경북 경산시 펜타힐즈2로 37,9,에스엠,5,태성,4,35.82746315,128.7186799
경북 칠곡군,P876368,연승,경북 칠곡군 석적읍 동중리1길 33,9,유모스트,9,,0,36.07745827,128.4142663
부산 사하구,P881657,폰슐랭 사하지점,부산 사하구 낙동대로 280,9,태성,9,,0,35.09916958,128.9831612
경남 창원시,P907983,주식회사 엘피통신,경남 창원시 성산구 마디미로22번길 12,9,에스엠,9,,0,35.22321876,128.6834885
경남 진주시,P930177,옆커폰진주신평거,경남 진주시 진양호로 221,9,유모스트,9,,0,35.17386347,128.0601777
울산 중구,P941834,옆커폰울산서동,울산 중구 북부순환도로 845,9,유모스트,3,태성,6,35.57940997,129.3459954
경북 포항시,P968313,서준정보통신,경북 포항시 북구 중흥로 258,9,유모스트,9,,0,36.02584165,129.3607775
경남 창원시,P977017,원모바일,경남 창원시 마산회원구 회성동5길 3,9,에스엠,1,수인,8,35.23272042,128.5651137
부산 동구,P048032,범우정보통신,부산 동구 초량3동,8,도매직영,8,,0,35.12130702,129.039785
경북 경주시,P049934,폰나라,경북 경주시 금성로 417,8,뉴에이스,8,,0,35.85497635,129.2066301
경북 안동시,P083285,옆커폰안동 용상점,경북 안동시 경동로 855,8,태성,7,골드스타,1,36.56019749,128.7503842
대구 중구,P089548,(셀)휴대폰성지_동성로점,대구 중구 동성로 49,8,수석_충청,8,,0,35.87122787,128.5955713
부산 북구,P167437,한음정보통신,부산 북구 만덕대로 81,8,에스엠,8,,0,35.21272776,129.012185
경북 구미시,P172417,도량SK,경북 구미시 송동로 63,8,수인,5,태성,3,36.13823825,128.3236939
경북 포항시,P172876,오천정보통신,경북 포항시 남구 오천읍 정몽주로 610,8,도매직영,8,,0,35.97242989,129.4154586
부산 동구,P179302,예은정보통신,부산 동구 중앙대로221번길 24,8,도매직영,8,,0,35.11740246,129.039285
경남 창원시,P188648,광_반지,경남 창원시 성산구 원이대로393번길 32,8,수인,8,,0,35.24012393,128.6635861
부산 남구,P190077,오빠텔레콤,부산 남구 못골로 91-6,8,강산,8,,0,35.13600516,129.0925317
경북 구미시,P190345,사과통신,경북 구미시 선산읍 남문로 25-1,8,유모스트,2,뉴에이스,6,36.23986046,128.3017237
경남 김해시,P191836,케이제이 모바일,경남 김해시 분성로 328,8,빅뱅,8,,0,35.23341959,128.8817577
울산 남구,P203175,제이에스텔레콤,울산 남구 번영로 109,8,에스엠,1,에이스,7,35.53510683,129.3285248
